ID,Source,Topic,Summary,Learning Level,Direct Link,Leveling Rationale
45,Articulate Rise,Module 2: Awareness of GenAI Applications – Introducing AI tools to students,Guidance for bringing AI tools into the classroom.,Intermediate,https://rise.articulate.com/share/fRP7fjoWsWuSXljLxc2dF011IycTdmdL#/lessons/fDoXpvJVseaJFChOBWQr7CPnbBmJX2e2,Pedagogy application
46,Articulate Rise,Module 2: Awareness of GenAI Applications – Navigating rapid GenAI advancements,How to keep up with the speed of change in GenAI.,Intermediate,https://rise.articulate.com/share/fRP7fjoWsWuSXljLxc2dF011IycTdmdL#/lessons/8nYMFR2ApHs9kf9Jou1PaWJ6ZnmeArP4,Strategy/practice
47,Articulate Rise,Module 2: Awareness of GenAI Applications – Selecting generative AI tools,How to choose the right GenAI tool for a task.,Advanced,https://rise.articulate.com/share/fRP7fjoWsWuSXljLxc2dF011IycTdmdL#/lessons/Z5dxYZCyoz-etmctzSP2CKqVZ4Ert-My,Evaluative selection
48,Articulate Rise,Module 3: Ethics & Responsible Use – Overview – Ethics & Responsible Use,Section overview introducing the ethics lesson.,Foundational,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/aeBFJRMYrnqOJvRsUojfrSwzDF9NNhxE,Overview
49,Articulate Rise,Module 3: Ethics & Responsible Use – Risks and benefits of GenAI,Balanced view of opportunities vs risks in GenAI use.,Intermediate,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/4RYoG2M2PTeGho2YVa6Zadk0cuwT64rC,Comparative analysis
50,Articulate Rise,Module 3: Ethics & Responsible Use – Core values for AI use,Anchor values that should guide GenAI adoption.,Foundational,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/tai1yFyVRajyPWKuEhr_OV74I_C6iUok,Conceptual values
51,Articulate Rise,Module 3: Ethics & Responsible Use – Use cases for ethical considerations,Concrete situations that surface ethical questions.,Intermediate,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/yusjGYNSzsEaAz1xki33UJbjry-uA0Ux,Scenario application
52,Articulate Rise,Module 3: Ethics & Responsible Use – Leading with principled innovation,ASU's principled-innovation framing for GenAI.,Advanced,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/lfOOxPLD3C0RdcvLPrswna-zhRy-Bd9b,Framework synthesis
53,Articulate Rise,Module 3: Ethics & Responsible Use – Cultivating student awareness and action,How to help students engage critically with AI.,Advanced,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/xQrHlduw5A3lKBRQTg_SQf19tuJskQb0,Pedagogical synthesis
54,Articulate Rise,"Module 3: Ethics & Responsible Use – Equity, data security, privacy & research","Equity, privacy, security, and research-integrity considerations.",Advanced,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/ndxtnxm6vFVx77d7_BV9LSmXGZcn5zZe,Multi-domain critical issue
55,Articulate Rise,Module 3: Ethics & Responsible Use – Taking action: ethical AI in practice,Concrete steps faculty can take to use AI ethically.,Advanced,https://rise.articulate.com/share/LZmZZ-KMIhK7vDZxyC2e8ThCFkfQ5T01#/lessons/UfByxFZtLbjtDGo9ieTpik-g7RXc-USM,Action synthesis
56,Articulate Rise,Module 4: Designing Prompts – Overview – Designing Prompts,Section overview introducing the prompting lesson.,Foundational,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/3wJL19iViR-ESoET4nAiVIUIRjEk7Ob3,Overview
57,Articulate Rise,Module 4: Designing Prompts – Steps for an effective prompt,Step-by-step procedure for writing better prompts.,Foundational,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/K0OMFl0s_2SIUThBCuYlAR63-lF5xI9P,Procedural foundation
58,Articulate Rise,Module 4: Designing Prompts – Uses and example prompts,Sample prompts for common educator tasks.,Intermediate,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/mLUbJCZLDsudL59sErOmxBSYEePgUUYF,Applied examples
59,Articulate Rise,Module 4: Designing Prompts – Advanced prompting strategies for educators,More sophisticated techniques tailored to teaching.,Advanced,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/p3bPg3Uzqc0OEzzXPfnBcNHva1NtQlFT,Advanced technique
60,Articulate Rise,Module 4: Designing Prompts – Plugins,How plugins/tools extend GenAI capability.,Advanced,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/iI48TfF4jhyuwEqlN8s0TCmU9LkRSEa7,Tool extension
61,Articulate Rise,Module 4: Designing Prompts – Prompt literacy and guidelines,Guidelines and literacy framework for prompting.,Intermediate,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/zA69bcNwNVcQc7JJF5jAyPJW4ABG6PuP,Conceptual+applied
62,Articulate Rise,Module 4: Designing Prompts – Demonstration: prompt engineering (Jacob Green),Recorded walkthrough of prompt engineering.,Intermediate,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/D2A6OiwS5AWp82Yk-pHnXUS-xVCOnZCy,Worked example
63,Articulate Rise,Module 4: Designing Prompts – Creating effective prompts (capstone),Synthesizing techniques into your own effective prompts.,Advanced,https://rise.articulate.com/share/Ih949hPlICDdUyw0OtVdBtg6EWYn0V3n#/lessons/9_UJmkGPOlDeBmpufnhTGMLc0io5X3DX,Synthesis
64,Articulate Rise,Module 5: Evaluating Outputs – Overview – Evaluating Outputs,Section overview introducing the evaluation lesson.,Foundational,https://rise.articulate.com/share/neRp9GXIiP_1H2ekM4AMptyl07aL4qYf#/lessons/LGw8pjmtLF7aevZa24AnXh5MrB4CKFr-,Overview
65,Articulate Rise,"Module 5: Evaluating Outputs – Outputs, model structure & influences",How model structure and training data shape outputs.,Intermediate,https://rise.articulate.com/share/neRp9GXIiP_1H2ekM4AMptyl07aL4qYf#/lessons/p0hlrcmzSrbDFAl04IOfbCLlJReJtJbe,Mechanistic understanding
66,Articulate Rise,Module 5: Evaluating Outputs – RACCCA: evaluating AI output,"Use RACCCA (Relevance, Accuracy, Currency, Credibility, Coverage, Audience) to evaluate output.",Advanced,https://rise.articulate.com/share/neRp9GXIiP_1H2ekM4AMptyl07aL4qYf#/lessons/UCOXv7CqR8t-vjK253QRvY42IMH0zgq5,Evaluation framework
67,Articulate Rise,Module 5: Evaluating Outputs – Practical use & challenges of AI,Real-world challenges with AI in educator workflows.,Intermediate,https://rise.articulate.com/share/neRp9GXIiP_1H2ekM4AMptyl07aL4qYf#/lessons/1cFP6vWxjuGcENLFDOc2rVQTJ8YZnU4G,Applied challenges
68,Articulate Rise,Module 5: Evaluating Outputs – Evaluating & enhancing GenAI outputs for education,Strategies to improve AI output quality for course use.,Advanced,https://rise.articulate.com/share/neRp9GXIiP_1H2ekM4AMptyl07aL4qYf#/lessons/r2ChwTwrETgBrnzNf-angy6Qw5ZJKhSb,Synthesis/refinement
69,Articulate Rise,Module 6: Integrating GenAI into Teaching – Overview – Integrating GenAI into Teaching,Section overview introducing the integration lesson.,Foundational,https://rise.articulate.com/share/AzCFyWdS4FDAY-5TT4YStVaHmxMUFNfE#/lessons/vJ_ut7o90g_BkUXC7yAfB-bCreFbC2zO,Overview
70,Articulate Rise,Module 6: Integrating GenAI into Teaching – Implementing tools in lessons & assignments,Practical patterns for embedding AI tools in lessons.,Advanced,https://rise.articulate.com/share/AzCFyWdS4FDAY-5TT4YStVaHmxMUFNfE#/lessons/HhKDTd3rVvTOZnGzYGTP0T_vgtIGyTF2,Applied design
71,Articulate Rise,Module 6: Integrating GenAI into Teaching – Streamlining lesson planning with AI,Use AI to accelerate lesson-planning workflows.,Intermediate,https://rise.articulate.com/share/AzCFyWdS4FDAY-5TT4YStVaHmxMUFNfE#/lessons/KKbpjYxZVBe3q-3uuyie4Q8Aum181Ulq,Workflow application
72,Articulate Rise,Module 6: Integrating GenAI into Teaching – Facilitating technological literacy,Building AI/tech literacy among students.,Intermediate,https://rise.articulate.com/share/AzCFyWdS4FDAY-5TT4YStVaHmxMUFNfE#/lessons/-_YWWDeCNWbhrRqiygPgheIlz7QauuQO,Pedagogical practice
73,Articulate Rise,Module 6: Integrating GenAI into Teaching – Rethinking assessment with GenAI,How to redesign assessments in the age of GenAI.,Advanced,https://rise.articulate.com/share/AzCFyWdS4FDAY-5TT4YStVaHmxMUFNfE#/lessons/AOxSmIBgqgGzIRln4YUSsTh5GqT_mccL,Assessment redesign
74,PDF,Traditional AI vs Generative AI,"Traditional AI perceives/reasons/acts (pattern recognition, decision-making); GenAI generates new content (text, image, code).",Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Definitional comparison
75,PDF,Four Layers of AI Evolution,AI → Machine Learning → Deep Learning → Generative AI; each layer builds on the previous.,Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Hierarchy/definitions
76,PDF,Tokenization: how GenAI works,"Model splits prompt into tokens, predicts next most likely token, repeats until done.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Mechanistic concept
77,PDF,Key mindset shift: probability engine,"GenAI predicts tokens, not concepts; your role shifts from creator to QA; hallucinations are a feature of how it works.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=1,Conceptual reframing with implications
78,PDF,Input quality = output quality,Treat every prompt as an instruction set; specificity drives output quality.,Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Foundational principle
79,PDF,Zero-Shot Prompting,"Direct, single instruction with no examples or context. Best for general knowledge and quick answers.",Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Definition + use
80,PDF,Few-Shot Prompting,"Provide context, examples, or prior info to shape responses. Should be ~80% of your prompting.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Applied technique
81,PDF,Retrieval-Augmented Generation (RAG),"Ground responses by providing a specific source URL, document, or data. Process: Query → Retrieve → Augment → Generate.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Advanced technique with process
82,PDF,Chain of Thought,Ask the AI to walk through each logical step in its reasoning before reaching a conclusion.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Technique for sequential tasks
83,PDF,Tree of Thought,Generate multiple distinct reasoning paths or options simultaneously for comparison.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=2,Advanced strategic technique
84,PDF,Metaprompting,"Ask AI to identify what you haven't considered, improve your prompt, or stress-test your thinking.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=3,Meta-cognitive technique
85,PDF,Hashtags (#) for prompt structure,"Use hashtag-prefixed labels (#Role, #Task, #Audience, #Format) to help the AI parse intent.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=3,Structural pattern
86,PDF,Brackets ([ ]) for templates,"Use brackets to mark placeholders, optional parameters, or variables for repeatable templates.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=3,Reusable pattern
87,PDF,Temperature parameter,Controls randomness/creativity. Low (0–0.3) = factual; high (0.7–1.0) = creative.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Parameter knowledge
88,PDF,Top P (Nucleus Sampling),Limits word-choice pool to most probable set; pair with temperature for coherence.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Advanced parameter tuning
89,PDF,Presence Penalty,Penalizes tokens already used regardless of count; increases word variety.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Advanced parameter
90,PDF,Frequency Penalty,Penalizes tokens by frequency of prior use; lower for structured/compliance content.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=4,Advanced parameter
91,PDF,RTF Framework: Role–Task–Format,"Define who the AI should act as, the task, and the output format.",Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Simple foundational framework
92,PDF,BAB Framework: Before–After–Bridge,"Describe current pain, desired future state, and the bridging solution.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Change-oriented framework
93,PDF,RODES: Role–Objective–Details–End–Sense Check,Five-part framework with built-in self-review for detailed deliverables.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Multi-part advanced framework
94,PDF,Onion Framework: peel away overwhelm,Categorize tasks into Core/Important/Surface/Noise/Remove to prioritize.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=5,Prioritization framework
95,PDF,Gravity Framework: stress-test ideas,Use AI as 'intellectual gravity' to expose weak reasoning and blind spots before committing.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=6,Critical-thinking framework
96,PDF,Build your own framework,Identify recurring task → define essential inputs → sequence and name → test and refine.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=6,Synthesis/meta-skill
97,PDF,What is a system prompt,A persistent instruction set applied to every interaction in a session; shapes default tone and behavior.,Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=7,Conceptual + applied
98,PDF,Why use system prompts,"Eliminates repeating context, maintains consistency, and keeps AI focused on your role.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=7,Rationale/practice
99,PDF,How to build a system prompt (4 steps),Define Role & Voice → Set Boundaries → Clarify Style/Format → Include Persistence Rules.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=7,Multi-step procedure
100,PDF,AI progression: prompts → agents,"Stages: Prompting → Structured Prompting → Tool Use → AI Agents (autonomous, multi-step).",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=8,Conceptual progression
101,PDF,What makes an agent different,"Goal orientation, planning loop, tool access, memory/context, iteration & refinement.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=8,Defining characteristics
102,PDF,When to use an agent vs a prompt,"Use agents for multi-step, dynamic, tool-using tasks; skip for single transformations or one-off content.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=8,Decision rule
103,PDF,Agent risks & controls,"Risks: hallucinated tool calls, looping, security exposure, cost creep. Controls: human-in-the-loop, usage caps, logging, scope.",Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=9,Risk management
104,PDF,Automation Journey (5 steps),Assess need → Quantify pain → Prioritize → Align stakeholders → Plan for resilience.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=9,Multi-step methodology
105,PDF,Priority Matrix: feasibility × impact,"Score 1–5 on each axis; quick wins, strategic projects, fill-ins, avoid.",Intermediate,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=9,Decision framework
106,PDF,PACE Plan: Primary–Alternate–Contingency–Emergency,Four-tier resilience plan with hand-off triggers for each tier.,Advanced,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=10,Resilience framework
107,PDF,Quick Reference Cheat Sheet,One-page lookup matching technique → when to use → trigger phrase.,Foundational,https://drive.google.com/file/d/1eoJvnLNMY-nW18z8hkWRq8gNqRpoGaO-/view#page=10,Reference/recall
108,AI-X Framework,AI-X Framework overview,"Set of complementary tools (Compass, Guide, Toolkit) for designing AI-mediated learning experiences responsibly.",Foundational,https://aix-framework.lei-tech.org/home,Framework orientation
109,AI-X Framework,Principled Innovation,ASU's foundational ethical-design lens that underpins the AI-X tools.,Foundational,https://aix-framework.lei-tech.org/principled-innovation,Ethical foundation
110,AI-X Framework,AI-X Compass (self-assessment),"20–25 minute guided self-assessment to clarify use case, examine fit, surface risks, and get next-step recommendation for an AI-X idea.",Intermediate,https://aix-framework.lei-tech.org/compass,Structured early-stage evaluation tool
111,AI-X Framework,AI-X Guide (4-level reflection),Self-assessment of a working prototype across 8 themes using Implemented/Partially/Not Yet/N/A levels.,Advanced,https://aix-framework.lei-tech.org/guide,Prototype-stage design audit
112,AI-X Framework,AI-X Toolkit overview,"Menu of tools across four design stages: Challenge, Creation, Implementation, Investigation.",Foundational,https://aix-framework.lei-tech.org/aix-toolkit-home,Toolkit orientation
113,AI-X Framework,Challenge: Getting Started,"Define learning objectives, learners, and conditions before jumping to a solution.",Foundational,https://aix-framework.lei-tech.org/aix-toolkit/challenge-getting-started,Stage orientation
114,AI-X Framework,Five Whys Technique,Iterative root-cause questioning to find the underlying educational problem.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/five-whys,Diagnostic technique
115,AI-X Framework,Task Analysis,Decompose what learners must do to identify cognitive and procedural steps.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/task-analysis,Analysis technique
